phase,original,quarantined_to
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0505_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0505_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0506_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0506_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0507_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0507_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0508_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0508_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0509_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0509_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0510_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0510_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0511_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0511_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0512_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0512_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0513_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0513_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0514_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0514_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0515_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0515_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0516_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0516_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0517_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0517_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0518_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0518_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0519_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0519_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0520_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0520_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0521_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0521_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0522_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0522_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0523_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0523_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0524_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0524_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0525_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0525_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0526_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0526_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0527_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0527_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0528_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0528_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0529_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0529_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0530_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0530_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0531_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0531_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0532_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0532_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0533_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0533_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0534_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0534_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0535_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0535_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0536_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0536_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0537_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0537_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0538_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0538_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0539_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0539_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0540_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0540_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0541_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0541_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0542_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0542_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0543_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0543_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0544_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0544_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0545_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0545_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0546_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0546_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0547_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0547_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0548_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0548_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0549_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0549_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0550_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0550_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0551_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0551_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0552_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0552_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0553_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0553_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0554_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0554_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0555_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0555_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0556_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0556_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0557_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0557_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0558_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0558_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0559_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0559_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0560_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0560_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0561_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0561_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0562_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0562_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0563_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0563_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0564_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0564_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0565_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0565_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0566_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0566_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0567_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0567_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0568_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0568_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0569_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0569_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0570_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0570_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0571_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0571_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0572_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0572_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0573_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0573_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0574_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0574_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0575_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0575_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0576_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0576_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0577_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0577_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0578_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0578_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0579_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0579_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0580_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0580_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0581_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0581_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0582_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0582_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0583_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0583_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0584_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0584_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0585_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0585_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0586_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0586_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0587_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0587_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0588_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0588_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0589_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0589_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0590_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0590_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0591_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0591_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0592_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0592_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0593_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0593_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0594_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0594_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0595_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0595_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0596_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0596_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0597_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0597_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0598_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0598_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0599_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0599_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0600_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0600_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0601_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0601_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0602_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0602_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0603_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0603_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0604_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0604_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0605_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0605_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0606_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0606_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0607_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0607_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0608_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0608_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0609_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0609_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0610_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0610_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0611_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0611_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0612_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0612_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0613_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0613_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0614_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0614_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0615_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0615_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0616_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0616_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0617_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0617_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0618_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0618_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0619_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0619_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0620_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0620_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0621_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0621_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0622_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0622_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0623_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0623_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0624_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0624_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0625_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0625_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0626_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0626_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0627_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0627_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0628_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0628_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0629_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0629_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0630_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0630_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0631_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0631_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0632_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0632_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0633_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0633_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0634_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0634_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0635_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0635_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0636_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0636_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0637_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0637_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0638_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0638_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0639_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0639_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0640_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0640_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0641_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0641_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0642_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0642_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0643_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0643_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0644_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0644_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0645_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0645_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0646_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0646_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0647_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0647_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0648_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0648_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0649_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0649_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0650_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0650_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0651_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0651_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0652_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0652_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0653_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0653_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0654_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0654_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0655_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0655_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0656_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0656_1.png
